timestamp,location,sensor,value
2024-02-29T07:41:00.000Z,zone-c,pressure,1005.5
2024-02-29T10:38:00.000Z,zone-a,light,157.4
2024-02-29T11:13:00.000Z,zone-a,temperature,20.4
2024-02-29T11:47:00.000Z,zone-b,humidity,49
2024-02-29T12:14:00.000Z,zone-c,humidity,71.5
2024-02-29T12:37:00.000Z,zone-c,temperature,32.5
2024-02-29T14:24:00.000Z,zone-d,pressure,1017.1
2024-02-29T14:31:00.000Z,zone-c,light,230.3
2024-02-29T14:52:00.000Z,zone-b,light,751.9
2024-02-29T16:27:00.000Z,zone-a,humidity,53.4
2024-02-29T16:30:00.000Z,zone-d,temperature,23.7
2024-02-29T17:25:00.000Z,zone-a,pressure,993.2
2024-02-29T20:40:00.000Z,zone-d,light,557.6
2024-02-29T23:45:00.000Z,zone-d,pressure,1000.1
2024-03-01T00:16:00.000Z,zone-c,humidity,37.5
2024-03-01T00:20:00.000Z,zone-d,temperature,33.7
2024-03-01T00:32:00.000Z,zone-a,temperature,20.3
2024-03-01T00:52:00.000Z,zone-d,humidity,67.2
2024-03-01T03:32:00.000Z,zone-b,pressure,1005.5
2024-03-01T04:07:00.000Z,zone-b,temperature,29.6
2024-03-01T07:57:00.000Z,zone-c,light,197.6
2024-03-01T09:31:00.000Z,zone-c,pressure,990.4
2024-03-01T10:04:00.000Z,zone-a,pressure,993.6
2024-03-01T10:29:00.000Z,zone-c,temperature,15.1
2024-03-01T12:53:00.000Z,zone-a,light,631.3
2024-03-01T14:15:00.000Z,zone-b,light,640.6
2024-03-01T15:36:00.000Z,zone-a,humidity,56.1
2024-03-01T16:39:00.000Z,zone-b,humidity,75.5
2024-03-01T20:27:00.000Z,zone-c,temperature,26.1
2024-03-01T23:08:00.000Z,zone-b,pressure,993.5
2024-03-02T01:28:00.000Z,zone-a,pressure,1003.7
2024-03-02T01:32:00.000Z,zone-d,light,768.4
2024-03-02T02:24:00.000Z,zone-d,pressure,1003.5
2024-03-02T04:52:00.000Z,zone-a,light,749.2
2024-03-02T05:27:00.000Z,zone-c,pressure,1017.2
2024-03-02T06:16:00.000Z,zone-b,temperature,31.5
2024-03-02T08:05:00.000Z,zone-a,temperature,23
2024-03-02T10:40:00.000Z,zone-a,humidity,63.3
2024-03-02T11:44:00.000Z,zone-b,light,365.3
2024-03-02T11:52:00.000Z,zone-d,humidity,74.2
2024-03-02T12:06:00.000Z,zone-c,light,681.2
2024-03-02T14:18:00.000Z,zone-b,humidity,53.7
2024-03-02T14:41:00.000Z,zone-d,temperature,18.1
2024-03-02T15:00:00.000Z,zone-c,humidity,73.6
2024-03-02T20:02:00.000Z,zone-d,light,432.3
2024-03-02T21:19:00.000Z,zone-a,temperature,31.3
2024-03-02T21:56:00.000Z,zone-a,humidity,60.4
2024-03-03T01:45:00.000Z,zone-a,light,419.8
2024-03-03T03:07:00.000Z,zone-c,humidity,55.5
2024-03-03T03:39:00.000Z,zone-c,temperature,31.9
2024-03-03T05:09:00.000Z,zone-b,temperature,20.5
2024-03-03T05:33:00.000Z,zone-b,pressure,997.6
2024-03-03T08:49:00.000Z,zone-b,light,765.1
2024-03-03T10:24:00.000Z,zone-a,pressure,1008.6
2024-03-03T14:03:00.000Z,zone-d,pressure,1015.4
2024-03-03T14:08:00.000Z,zone-c,light,488.1
2024-03-03T15:13:00.000Z,zone-d,humidity,63.1
2024-03-03T15:36:00.000Z,zone-c,pressure,1003.6
2024-03-03T16:06:00.000Z,zone-b,humidity,31.6
2024-03-03T18:14:00.000Z,zone-d,temperature,24.1
2024-03-03T18:33:00.000Z,zone-a,light,669.4
2024-03-03T20:16:00.000Z,zone-b,pressure,1017.5
2024-03-03T21:51:00.000Z,zone-d,pressure,1002.2
2024-03-03T23:08:00.000Z,zone-c,light,703
2024-03-04T00:32:00.000Z,zone-a,temperature,15.5
2024-03-04T01:07:00.000Z,zone-d,light,262.6
2024-03-04T01:39:00.000Z,zone-b,humidity,58.5
2024-03-04T03:21:00.000Z,zone-d,temperature,16.4
2024-03-04T06:35:00.000Z,zone-c,temperature,17
2024-03-04T07:25:00.000Z,zone-d,humidity,60.1
2024-03-04T09:34:00.000Z,zone-b,light,691.3
2024-03-04T10:55:00.000Z,zone-a,pressure,999.5
2024-03-04T11:33:00.000Z,zone-a,humidity,54.7
2024-03-04T12:31:00.000Z,zone-c,pressure,992.4
2024-03-04T14:30:00.000Z,zone-b,temperature,27.6
2024-03-04T15:52:00.000Z,zone-c,humidity,48.4
2024-03-04T19:18:00.000Z,zone-c,pressure,1002.2
2024-03-04T19:56:00.000Z,zone-d,humidity,41
2024-03-04T23:45:00.000Z,zone-b,humidity,59.1
2024-03-05T04:59:00.000Z,zone-d,light,700.9
2024-03-05T05:19:00.000Z,zone-b,pressure,998.8
2024-03-05T09:44:00.000Z,zone-c,temperature,20.2
2024-03-05T10:01:00.000Z,zone-b,temperature,19.9
2024-03-05T11:08:00.000Z,zone-d,temperature,25.4
2024-03-05T12:29:00.000Z,zone-a,pressure,997.9
2024-03-05T13:05:00.000Z,zone-a,temperature,30.1
2024-03-05T13:27:00.000Z,zone-b,light,821.9
2024-03-05T15:26:00.000Z,zone-a,light,294.9
2024-03-05T15:27:00.000Z,zone-c,humidity,36.4
2024-03-05T16:11:00.000Z,zone-a,humidity,76.7
2024-03-05T16:38:00.000Z,zone-c,light,854.2
2024-03-05T18:25:00.000Z,zone-d,pressure,995.3
2024-03-05T20:46:00.000Z,zone-c,light,797.6
2024-03-05T21:15:00.000Z,zone-c,pressure,996
2024-03-05T23:16:00.000Z,zone-c,temperature,21.1
2024-03-06T03:00:00.000Z,zone-b,humidity,37.5
2024-03-06T04:10:00.000Z,zone-c,humidity,30.8
2024-03-06T04:43:00.000Z,zone-b,pressure,1019.9
2024-03-06T04:46:00.000Z,zone-b,light,577
2024-03-06T06:46:00.000Z,zone-a,humidity,72.4
2024-03-06T11:57:00.000Z,zone-d,temperature,21.3
2024-03-06T13:02:00.000Z,zone-b,temperature,20.8
2024-03-06T13:48:00.000Z,zone-d,pressure,1002.1
2024-03-06T14:27:00.000Z,zone-d,light,769.6
2024-03-06T14:35:00.000Z,zone-a,light,473.2
2024-03-06T15:03:00.000Z,zone-a,temperature,19.6
2024-03-06T16:02:00.000Z,zone-a,pressure,1015.9
2024-03-06T17:00:00.000Z,zone-d,humidity,65.7
2024-03-06T18:47:00.000Z,zone-a,humidity,62.4
2024-03-06T19:04:00.000Z,zone-c,humidity,32.5
2024-03-06T19:07:00.000Z,zone-b,humidity,65.6
2024-03-06T23:14:00.000Z,zone-c,light,228
2024-03-06T23:25:00.000Z,zone-d,temperature,30.7
2024-03-07T01:37:00.000Z,zone-a,pressure,1000.1
2024-03-07T03:33:00.000Z,zone-a,temperature,19.7
2024-03-07T03:46:00.000Z,zone-c,pressure,993.2
2024-03-07T03:50:00.000Z,zone-c,temperature,24.5
2024-03-07T04:14:00.000Z,zone-d,humidity,56.6
2024-03-07T05:04:00.000Z,zone-d,light,891.9
2024-03-07T08:25:00.000Z,zone-b,light,633.5
2024-03-07T15:15:00.000Z,zone-d,pressure,1013.4
2024-03-07T16:47:00.000Z,zone-a,light,148.5
2024-03-07T16:53:00.000Z,zone-b,temperature,16.9
2024-03-07T18:16:00.000Z,zone-b,pressure,1000.9
2024-03-07T19:56:00.000Z,zone-c,temperature,20.9
2024-03-07T21:02:00.000Z,zone-d,pressure,997.6
2024-03-08T00:15:00.000Z,zone-b,temperature,25.2
2024-03-08T02:15:00.000Z,zone-b,humidity,38.9
2024-03-08T06:29:00.000Z,zone-a,humidity,48.3
2024-03-08T08:45:00.000Z,zone-a,temperature,24.4
2024-03-08T10:54:00.000Z,zone-c,pressure,992.3
2024-03-08T11:43:00.000Z,zone-b,pressure,992.9
2024-03-08T11:46:00.000Z,zone-a,light,878.1
2024-03-08T12:32:00.000Z,zone-d,light,528.2
2024-03-08T12:39:00.000Z,zone-d,temperature,33.2
2024-03-08T13:05:00.000Z,zone-d,humidity,31.5
2024-03-08T13:11:00.000Z,zone-c,humidity,44.6
2024-03-08T13:31:00.000Z,zone-a,pressure,994.4
2024-03-08T16:51:00.000Z,zone-b,light,422.5
2024-03-08T17:51:00.000Z,zone-c,light,708.3
2024-03-08T21:39:00.000Z,zone-d,light,735.9
2024-03-08T21:51:00.000Z,zone-c,humidity,30
2024-03-08T22:10:00.000Z,zone-a,pressure,1016.5
2024-03-08T22:11:00.000Z,zone-c,temperature,20.7
2024-03-08T23:20:00.000Z,zone-a,temperature,23.9
2024-03-09T00:22:00.000Z,zone-d,humidity,47.6
2024-03-09T02:13:00.000Z,zone-d,temperature,26.3
2024-03-09T03:25:00.000Z,zone-c,pressure,1018.8
2024-03-09T04:28:00.000Z,zone-a,light,714.7
2024-03-09T09:58:00.000Z,zone-a,humidity,35.1
2024-03-09T11:06:00.000Z,zone-b,temperature,28.8
2024-03-09T15:12:00.000Z,zone-b,pressure,1010.9
2024-03-09T15:39:00.000Z,zone-c,light,468.8
2024-03-09T16:58:00.000Z,zone-d,pressure,1009.4
2024-03-09T17:02:00.000Z,zone-b,humidity,42.1
2024-03-09T18:28:00.000Z,zone-b,light,327.6
2024-03-09T18:34:00.000Z,zone-d,light,219.4
2024-03-09T18:41:00.000Z,zone-c,light,143.6
2024-03-09T20:43:00.000Z,zone-a,light,395.6
2024-03-09T21:53:00.000Z,zone-a,pressure,1015.6
2024-03-09T22:08:00.000Z,zone-a,temperature,17.4
2024-03-10T00:21:00.000Z,zone-b,light,758.1
2024-03-10T01:08:00.000Z,zone-b,pressure,1003.4
2024-03-10T03:13:00.000Z,zone-b,temperature,24.1
2024-03-10T09:00:00.000Z,zone-d,temperature,27.3
2024-03-10T11:40:00.000Z,zone-c,temperature,29.2
2024-03-10T11:51:00.000Z,zone-d,pressure,1002.5
2024-03-10T13:17:00.000Z,zone-a,humidity,48.9
2024-03-10T14:04:00.000Z,zone-c,pressure,1007.5
2024-03-10T14:49:00.000Z,zone-c,humidity,71
2024-03-10T15:16:00.000Z,zone-b,humidity,42.2
2024-03-10T16:42:00.000Z,zone-d,humidity,47.4
2024-03-10T19:54:00.000Z,zone-c,light,368.9
2024-03-10T21:51:00.000Z,zone-d,pressure,1008.8
2024-03-10T23:07:00.000Z,zone-d,humidity,60.5
2024-03-11T02:08:00.000Z,zone-a,temperature,17.4
2024-03-11T02:14:00.000Z,zone-c,temperature,28.9
2024-03-11T03:43:00.000Z,zone-a,pressure,999.8
2024-03-11T04:29:00.000Z,zone-d,temperature,21
2024-03-11T07:09:00.000Z,zone-b,light,130.4
2024-03-11T08:44:00.000Z,zone-b,humidity,35.5
2024-03-11T10:06:00.000Z,zone-b,pressure,1010.5
2024-03-11T10:49:00.000Z,zone-c,pressure,1005.5
2024-03-11T11:41:00.000Z,zone-a,light,672.4
2024-03-11T12:46:00.000Z,zone-b,temperature,18
2024-03-11T14:51:00.000Z,zone-d,light,658.5
2024-03-11T16:40:00.000Z,zone-c,humidity,62.9
2024-03-11T18:03:00.000Z,zone-a,humidity,40
2024-03-11T20:05:00.000Z,zone-a,pressure,1007.9
2024-03-11T23:35:00.000Z,zone-a,light,716.2
2024-03-12T01:48:00.000Z,zone-b,pressure,1000.6
2024-03-12T06:01:00.000Z,zone-c,humidity,76.6
2024-03-12T06:02:00.000Z,zone-c,light,767.9
2024-03-12T06:04:00.000Z,zone-a,humidity,79.2
2024-03-12T06:39:00.000Z,zone-c,pressure,997.5
2024-03-12T07:11:00.000Z,zone-b,temperature,22.8
2024-03-12T07:14:00.000Z,zone-d,pressure,1017.3
2024-03-12T07:45:00.000Z,zone-d,temperature,18.1
2024-03-12T08:45:00.000Z,zone-b,humidity,77.4
2024-03-12T09:02:00.000Z,zone-a,temperature,32.8
2024-03-12T10:48:00.000Z,zone-c,temperature,32.8
2024-03-12T15:11:00.000Z,zone-d,light,158.1
2024-03-12T17:06:00.000Z,zone-d,humidity,51
2024-03-12T17:51:00.000Z,zone-b,light,405.8
2024-03-12T20:09:00.000Z,zone-a,pressure,996.1
2024-03-12T21:43:00.000Z,zone-c,humidity,41.1
2024-03-12T21:52:00.000Z,zone-b,temperature,26.5
2024-03-12T23:53:00.000Z,zone-d,light,770.4
2024-03-13T03:22:00.000Z,zone-a,humidity,64.4
2024-03-13T03:53:00.000Z,zone-c,temperature,19.9
2024-03-13T04:23:00.000Z,zone-b,humidity,35
2024-03-13T06:59:00.000Z,zone-b,pressure,1009.7
2024-03-13T12:07:00.000Z,zone-b,light,354.1
2024-03-13T12:10:00.000Z,zone-a,temperature,15.4
2024-03-13T12:14:00.000Z,zone-c,pressure,1009.5
2024-03-13T12:48:00.000Z,zone-c,light,199.5
2024-03-13T13:43:00.000Z,zone-d,pressure,1009.3
2024-03-13T13:54:00.000Z,zone-d,temperature,18.4
2024-03-13T14:14:00.000Z,zone-d,humidity,48.7
2024-03-13T14:17:00.000Z,zone-a,light,241.5
2024-03-13T19:25:00.000Z,zone-b,light,209.2
2024-03-13T20:07:00.000Z,zone-b,pressure,1006.2
2024-03-13T20:29:00.000Z,zone-a,light,355.5
2024-03-13T20:50:00.000Z,zone-d,pressure,1013.8
2024-03-14T01:09:00.000Z,zone-d,temperature,18.6
2024-03-14T02:27:00.000Z,zone-d,light,474.1
2024-03-14T03:12:00.000Z,zone-c,pressure,1006.4
2024-03-14T05:28:00.000Z,zone-d,humidity,39
2024-03-14T06:29:00.000Z,zone-a,humidity,66.7
2024-03-14T07:08:00.000Z,zone-a,pressure,996.8
2024-03-14T09:42:00.000Z,zone-b,temperature,34.5
2024-03-14T10:47:00.000Z,zone-c,humidity,51.1
2024-03-14T14:26:00.000Z,zone-b,humidity,48.4
2024-03-14T14:55:00.000Z,zone-a,temperature,31.6
2024-03-14T17:22:00.000Z,zone-c,light,706.5
2024-03-14T17:54:00.000Z,zone-c,temperature,32.7
2024-03-14T21:10:00.000Z,zone-c,pressure,1004.4
2024-03-15T00:07:00.000Z,zone-a,light,470.4
2024-03-15T01:17:00.000Z,zone-b,temperature,16.9
2024-03-15T02:04:00.000Z,zone-b,humidity,76.4
2024-03-15T02:23:00.000Z,zone-b,light,113.6
2024-03-15T02:37:00.000Z,zone-b,pressure,995
2024-03-15T03:14:00.000Z,zone-a,humidity,66.6
2024-03-15T04:35:00.000Z,zone-a,pressure,996.9
2024-03-15T04:57:00.000Z,zone-d,pressure,1000.6
2024-03-15T07:03:00.000Z,zone-d,light,827
2024-03-15T07:50:00.000Z,zone-a,temperature,23.2
2024-03-15T08:17:00.000Z,zone-c,humidity,48.1
2024-03-15T08:37:00.000Z,zone-d,temperature,23.2
2024-03-15T08:39:00.000Z,zone-d,humidity,78.1
2024-03-15T12:11:00.000Z,zone-c,light,335.1
2024-03-15T14:28:00.000Z,zone-c,temperature,19.2
2024-03-15T19:16:00.000Z,zone-b,pressure,998.9
2024-03-15T19:25:00.000Z,zone-d,light,475.8
2024-03-15T20:22:00.000Z,zone-b,temperature,19.1
2024-03-15T20:38:00.000Z,zone-d,pressure,1004.1
2024-03-15T20:59:00.000Z,zone-a,light,140.8
2024-03-15T23:08:00.000Z,zone-a,humidity,64.8
2024-03-16T00:14:00.000Z,zone-c,humidity,30.3
2024-03-16T00:28:00.000Z,zone-d,humidity,68.8
2024-03-16T02:20:00.000Z,zone-d,temperature,21.2
2024-03-16T03:04:00.000Z,zone-b,humidity,40
2024-03-16T03:26:00.000Z,zone-a,pressure,991.5
2024-03-16T03:38:00.000Z,zone-c,light,381.4
2024-03-16T08:12:00.000Z,zone-c,pressure,1007
2024-03-16T14:27:00.000Z,zone-a,temperature,19
2024-03-16T16:03:00.000Z,zone-c,temperature,34.6
2024-03-16T16:56:00.000Z,zone-b,light,622.4
2024-03-16T19:44:00.000Z,zone-d,humidity,79.6
2024-03-16T22:24:00.000Z,zone-b,light,522.7
2024-03-17T00:23:00.000Z,zone-a,light,819.5
2024-03-17T04:08:00.000Z,zone-d,temperature,32.4
2024-03-17T04:09:00.000Z,zone-b,pressure,990.7
2024-03-17T09:33:00.000Z,zone-a,humidity,31.7
2024-03-17T10:08:00.000Z,zone-c,humidity,69.9
2024-03-17T11:36:00.000Z,zone-c,temperature,17.4
2024-03-17T12:19:00.000Z,zone-b,temperature,20.8
2024-03-17T13:59:00.000Z,zone-c,pressure,999.1
2024-03-17T14:02:00.000Z,zone-c,light,786.6
2024-03-17T15:20:00.000Z,zone-b,humidity,60.4
2024-03-17T15:40:00.000Z,zone-a,temperature,22.8
2024-03-17T17:49:00.000Z,zone-d,pressure,999.5
2024-03-17T17:56:00.000Z,zone-a,pressure,995.6
2024-03-17T18:17:00.000Z,zone-d,light,157.1
2024-03-17T19:01:00.000Z,zone-a,humidity,59.1
2024-03-17T20:09:00.000Z,zone-d,humidity,55.2
2024-03-17T22:32:00.000Z,zone-d,temperature,19.2
2024-03-17T23:14:00.000Z,zone-b,temperature,17.6
2024-03-18T00:39:00.000Z,zone-a,pressure,996.7
2024-03-18T01:58:00.000Z,zone-a,temperature,34
2024-03-18T05:19:00.000Z,zone-b,light,468.1
2024-03-18T06:42:00.000Z,zone-c,light,867.1
2024-03-18T07:08:00.000Z,zone-c,humidity,68.5
2024-03-18T08:38:00.000Z,zone-c,temperature,25.8
2024-03-18T09:31:00.000Z,zone-d,pressure,996.5
2024-03-18T09:38:00.000Z,zone-c,pressure,1013
2024-03-18T11:21:00.000Z,zone-a,light,498.9
2024-03-18T12:55:00.000Z,zone-b,humidity,55.3
2024-03-18T15:07:00.000Z,zone-b,pressure,1018.8
2024-03-18T17:47:00.000Z,zone-d,light,723.4
2024-03-18T19:16:00.000Z,zone-a,light,812.6
2024-03-18T22:03:00.000Z,zone-a,pressure,992.2
2024-03-18T22:53:00.000Z,zone-c,temperature,19.4
2024-03-19T03:55:00.000Z,zone-b,temperature,21.2
2024-03-19T06:24:00.000Z,zone-d,light,580.2
2024-03-19T07:00:00.000Z,zone-b,humidity,45.9
2024-03-19T07:40:00.000Z,zone-a,humidity,64.4
2024-03-19T08:27:00.000Z,zone-c,light,112
2024-03-19T09:55:00.000Z,zone-d,pressure,995.1
2024-03-19T12:53:00.000Z,zone-a,temperature,25.5
2024-03-19T13:31:00.000Z,zone-d,temperature,31.1
2024-03-19T14:51:00.000Z,zone-b,light,695.2
2024-03-19T16:12:00.000Z,zone-c,pressure,999
2024-03-19T16:37:00.000Z,zone-c,humidity,38.2
2024-03-19T16:43:00.000Z,zone-b,pressure,1005
2024-03-19T17:56:00.000Z,zone-d,humidity,39.5
2024-03-19T18:35:00.000Z,zone-d,light,789.1
2024-03-19T18:40:00.000Z,zone-d,humidity,77.1
2024-03-19T18:47:00.000Z,zone-b,humidity,72.7
2024-03-19T18:58:00.000Z,zone-b,light,620
2024-03-19T21:23:00.000Z,zone-c,temperature,24.2
2024-03-19T21:35:00.000Z,zone-c,humidity,53
2024-03-19T22:29:00.000Z,zone-b,pressure,1002.2
2024-03-19T22:42:00.000Z,zone-d,temperature,31.1
2024-03-20T02:33:00.000Z,zone-a,temperature,22.7
2024-03-20T05:22:00.000Z,zone-c,light,718.2
2024-03-20T07:41:00.000Z,zone-d,pressure,1012.4
2024-03-20T09:13:00.000Z,zone-a,light,758.4
2024-03-20T09:39:00.000Z,zone-a,humidity,66.9
2024-03-20T12:05:00.000Z,zone-a,pressure,996.1
2024-03-20T12:24:00.000Z,zone-c,pressure,1018.2
2024-03-20T12:49:00.000Z,zone-b,temperature,25.7
2024-03-20T18:44:00.000Z,zone-a,light,586.7
2024-03-20T22:55:00.000Z,zone-c,humidity,57.2
2024-03-21T01:50:00.000Z,zone-c,light,510.6
2024-03-21T03:24:00.000Z,zone-d,pressure,991.9
2024-03-21T04:25:00.000Z,zone-a,temperature,16.1
2024-03-21T05:20:00.000Z,zone-b,light,827.5
2024-03-21T07:09:00.000Z,zone-b,pressure,1008.1
2024-03-21T07:47:00.000Z,zone-c,pressure,1014.9
2024-03-21T09:42:00.000Z,zone-b,temperature,35
2024-03-21T10:34:00.000Z,zone-a,pressure,1001.4
2024-03-21T11:10:00.000Z,zone-d,temperature,34
2024-03-21T12:59:00.000Z,zone-d,humidity,42.2
2024-03-21T14:31:00.000Z,zone-a,humidity,40.5
2024-03-21T15:45:00.000Z,zone-b,humidity,52.4
2024-03-21T16:49:00.000Z,zone-d,light,895.4
2024-03-21T17:54:00.000Z,zone-c,temperature,15.8
2024-03-21T18:53:00.000Z,zone-d,pressure,991.4
2024-03-21T19:28:00.000Z,zone-d,temperature,21.3
2024-03-21T23:37:00.000Z,zone-b,humidity,77.6
2024-03-22T00:47:00.000Z,zone-d,humidity,63
2024-03-22T01:08:00.000Z,zone-a,light,731.9
2024-03-22T03:36:00.000Z,zone-b,light,505.4
2024-03-22T03:46:00.000Z,zone-b,temperature,19.4
2024-03-22T04:47:00.000Z,zone-b,pressure,1000.8
2024-03-22T06:22:00.000Z,zone-a,humidity,55.8
2024-03-22T06:57:00.000Z,zone-c,temperature,20
2024-03-22T09:10:00.000Z,zone-c,pressure,1008.1
2024-03-22T11:45:00.000Z,zone-a,temperature,21
2024-03-22T15:54:00.000Z,zone-a,pressure,994.6
2024-03-22T16:35:00.000Z,zone-d,light,232.9
2024-03-22T17:58:00.000Z,zone-c,humidity,52.2
2024-03-22T18:24:00.000Z,zone-c,light,632
2024-03-22T19:43:00.000Z,zone-b,temperature,34.2
2024-03-22T19:57:00.000Z,zone-d,light,146.3
2024-03-22T23:52:00.000Z,zone-c,temperature,16.5
2024-03-23T03:24:00.000Z,zone-a,humidity,62
2024-03-23T03:27:00.000Z,zone-b,humidity,47.1
2024-03-23T04:04:00.000Z,zone-d,pressure,1010.5
2024-03-23T05:49:00.000Z,zone-b,pressure,1002.3
2024-03-23T06:08:00.000Z,zone-b,light,755.7
2024-03-23T07:25:00.000Z,zone-c,humidity,40.9
2024-03-23T08:30:00.000Z,zone-d,humidity,61.8
2024-03-23T09:58:00.000Z,zone-a,pressure,995.9
2024-03-23T11:45:00.000Z,zone-d,temperature,28.3
2024-03-23T13:27:00.000Z,zone-c,light,859.2
2024-03-23T13:28:00.000Z,zone-a,light,406.7
2024-03-23T14:23:00.000Z,zone-c,pressure,1004.9
2024-03-23T18:21:00.000Z,zone-a,temperature,25.5
2024-03-23T21:00:00.000Z,zone-a,humidity,59
2024-03-23T21:51:00.000Z,zone-d,temperature,27.8
2024-03-24T00:02:00.000Z,zone-b,pressure,1016
2024-03-24T01:02:00.000Z,zone-c,light,145.2
2024-03-24T01:23:00.000Z,zone-c,temperature,33.4
2024-03-24T04:24:00.000Z,zone-a,temperature,30
2024-03-24T05:48:00.000Z,zone-d,pressure,1008.1
2024-03-24T06:27:00.000Z,zone-b,humidity,57.3
2024-03-24T07:59:00.000Z,zone-c,pressure,992.8
2024-03-24T08:21:00.000Z,zone-d,light,543
2024-03-24T09:14:00.000Z,zone-c,humidity,59.1
2024-03-24T11:44:00.000Z,zone-a,light,232.4
2024-03-24T12:58:00.000Z,zone-d,humidity,36
2024-03-24T13:36:00.000Z,zone-b,temperature,34
2024-03-24T16:44:00.000Z,zone-a,pressure,1010
2024-03-24T17:48:00.000Z,zone-b,light,894.9
2024-03-24T18:41:00.000Z,zone-b,humidity,53.2
2024-03-24T19:45:00.000Z,zone-d,pressure,1000.3
2024-03-24T23:39:00.000Z,zone-c,humidity,41
2024-03-24T23:48:00.000Z,zone-a,humidity,51.6
2024-03-25T01:18:00.000Z,zone-a,temperature,26.7
2024-03-25T04:52:00.000Z,zone-b,light,765.8
2024-03-25T06:44:00.000Z,zone-b,temperature,22.7
2024-03-25T06:57:00.000Z,zone-c,pressure,1015
2024-03-25T07:16:00.000Z,zone-a,pressure,995.7
2024-03-25T07:36:00.000Z,zone-b,pressure,1012.8
2024-03-25T07:51:00.000Z,zone-a,light,116.4
2024-03-25T10:59:00.000Z,zone-c,temperature,20
2024-03-25T14:16:00.000Z,zone-d,light,890.6
2024-03-25T15:37:00.000Z,zone-d,humidity,60
2024-03-25T15:41:00.000Z,zone-c,light,406.4
2024-03-25T17:59:00.000Z,zone-d,temperature,30.2
2024-03-25T19:40:00.000Z,zone-d,pressure,1012.3
2024-03-25T21:51:00.000Z,zone-c,humidity,65.8
2024-03-25T23:45:00.000Z,zone-a,temperature,26.3
2024-03-26T00:21:00.000Z,zone-a,light,482.6
2024-03-26T00:41:00.000Z,zone-d,temperature,17.3
2024-03-26T02:01:00.000Z,zone-a,humidity,60.2
2024-03-26T05:31:00.000Z,zone-b,pressure,1013.5
2024-03-26T07:27:00.000Z,zone-a,pressure,1007.3
2024-03-26T07:32:00.000Z,zone-c,pressure,1002.2
2024-03-26T08:25:00.000Z,zone-d,humidity,50.5
2024-03-26T09:22:00.000Z,zone-b,light,646.2
2024-03-26T09:22:00.000Z,zone-d,light,747.6
2024-03-26T13:53:00.000Z,zone-c,temperature,34.1
2024-03-26T16:49:00.000Z,zone-b,temperature,16.9
2024-03-26T17:35:00.000Z,zone-b,humidity,68.2
2024-03-26T18:23:00.000Z,zone-c,light,822.2
2024-03-26T19:37:00.000Z,zone-c,temperature,27.6
2024-03-26T20:00:00.000Z,zone-d,humidity,44.7
2024-03-26T22:30:00.000Z,zone-b,temperature,29.7
2024-03-27T02:00:00.000Z,zone-a,light,345.5
2024-03-27T06:19:00.000Z,zone-a,pressure,996.4
2024-03-27T06:55:00.000Z,zone-b,light,513.7
2024-03-27T08:40:00.000Z,zone-b,pressure,1018.8
2024-03-27T10:02:00.000Z,zone-c,light,785.4
2024-03-27T10:20:00.000Z,zone-a,temperature,23.8
2024-03-27T12:47:00.000Z,zone-d,pressure,996.9
2024-03-27T15:31:00.000Z,zone-d,light,534.5
2024-03-27T15:52:00.000Z,zone-c,humidity,49.4
2024-03-27T15:53:00.000Z,zone-a,humidity,41.4
2024-03-27T16:03:00.000Z,zone-d,temperature,17.3
2024-03-27T16:34:00.000Z,zone-b,humidity,33.6
2024-03-27T16:36:00.000Z,zone-c,pressure,1006.6
2024-03-28T00:56:00.000Z,zone-b,light,587.9
2024-03-28T01:19:00.000Z,zone-c,pressure,993.6
2024-03-28T02:34:00.000Z,zone-d,light,547
2024-03-28T03:03:00.000Z,zone-b,humidity,53.7
2024-03-28T04:08:00.000Z,zone-c,humidity,64.8
2024-03-28T04:24:00.000Z,zone-a,light,807.9
2024-03-28T04:27:00.000Z,zone-c,light,673.2
2024-03-28T07:45:00.000Z,zone-b,temperature,18.2
2024-03-28T08:50:00.000Z,zone-d,temperature,19
2024-03-28T09:20:00.000Z,zone-d,humidity,65.7
2024-03-28T11:04:00.000Z,zone-b,pressure,992.1
2024-03-28T11:33:00.000Z,zone-a,pressure,1014.8
2024-03-28T12:35:00.000Z,zone-c,temperature,33.4
2024-03-28T13:31:00.000Z,zone-d,pressure,994
2024-03-28T13:43:00.000Z,zone-a,humidity,77.3
2024-03-28T16:14:00.000Z,zone-a,temperature,16.8
2024-03-28T21:01:00.000Z,zone-a,temperature,28.3
2024-03-28T22:56:00.000Z,zone-c,pressure,1016
2024-03-29T00:08:00.000Z,zone-c,humidity,42.6
2024-03-29T01:49:00.000Z,zone-b,pressure,1013.9
2024-03-29T04:52:00.000Z,zone-c,light,603.7
2024-03-29T05:15:00.000Z,zone-d,light,509.1
2024-03-29T05:21:00.000Z,zone-d,temperature,30.8
2024-03-29T06:22:00.000Z,zone-c,temperature,28.6
2024-03-29T07:21:00.000Z,zone-a,humidity,71.2
2024-03-29T09:02:00.000Z,zone-a,pressure,991
2024-03-29T11:01:00.000Z,zone-a,light,310.2
2024-03-29T11:06:00.000Z,zone-b,humidity,50.6
2024-03-29T11:09:00.000Z,zone-d,humidity,68.6
2024-03-29T13:44:00.000Z,zone-b,light,174.4
2024-03-29T16:22:00.000Z,zone-d,pressure,996.3
